Version,File,Width,Height,Compression,Transparency,Colorspace,Bytes
Original,OldTimber_NML.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,Pontoon_Bridge_DIF.dds,2048,2048,None,Blend,srgba,16777344
Original,Pontoon_Bridge_DIF.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Pontoon_Bridge_NML.dds,2048,2048,None,Blend,srgba,16777344
Original,Pontoon_Bridge_NML.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,ScaffEquip_DIF.dds,2048,2048,None,Blend,srgba,16777344
Original,ScaffEquip_DIF.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,ScaffEquip_NML.dds,2048,2048,None,Blend,srgba,16777344
Original,ScaffEquip_NML.dds,2048,2048,DXT1,Undefined,srgb,2796344

