Version,File,Width,Height,Compression,Transparency,Colorspace,Bytes
Detailed,Wall4Tower_DIF.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall4Tower_DIF.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Wall4Tower_DIForig.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall4Tower_DIForig.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Wall5_Diff.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall5_Diff.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Wall5Tower_DIF.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall5Tower_DIF.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Wall5Tower_DIForig.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall5Tower_DIForig.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,wallbasic01_HI.dds,2048,1024,None,Blend,srgba,8388736
Original,wallbasic01_HI.dds,2048,1024,DXT1,Undefined,srgb,1398248

Detailed,Wall-Gate1_D.dds,2048,2048,None,Blend,srgba,16777344
Original,Wall-Gate1_D.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Wall-Gate1_DIF_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,Wall-Gate1_DIF_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Windmill_D.dds,4096,2048,None,Blend,srgba,33554560
Original,Windmill_D.dds,4096,2048,DXT5,Blend,srgba,11184976

Detailed,windmill_N.dds,4096,2048,None,Blend,srgba,33554560
Original,windmill_N.dds,4096,2048,DXT1,Undefined,srgb,5592552

Detailed,aa.dds,512,512,None,Blend,srgba,1048704
Original,aa.dds,512,512,DXT5,Blend,srgba,349680

Detailed,beard10.dds,1024,1024,None,Blend,srgba,4194432
Original,beard10.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,BeardBaseHead_01_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,BeardBaseHead_01_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,BeardBaseHead_02_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,BeardBaseHead_02_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,BeardBaseHead_03_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,BeardBaseHead_03_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,BeardMod_Male01_LO.dds,512,512,None,Blend,srgba,1048704
Original,BeardMod_Male01_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,BeardMod_Male02_LO.dds,512,512,None,Blend,srgba,1048704
Original,BeardMod_Male02_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,h01.dds,512,512,None,Blend,srgba,1048704
Original,h01.dds,512,512,DXT5,Blend,srgba,349680

Detailed,h02.dds,512,512,None,Blend,srgba,1048704
Original,h02.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Hair03.dds,512,512,None,Blend,srgba,1048704
Original,Hair03.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Hair04.dds,512,512,None,Blend,srgba,1048704
Original,Hair04.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Hair06.dds,512,512,None,Blend,srgba,1048704
Original,Hair06.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Hair07.dds,512,512,None,Blend,srgba,1048704
Original,Hair07.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Hair08.dds,512,512,None,Blend,srgba,1048704
Original,Hair08.dds,512,512,DXT5,Blend,srgba,349680

Detailed,hair08m.dds,1024,1024,None,Blend,srgba,4194432
Original,hair08m.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairBaseHead_Bone_Female_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,HairBaseHead_Bone_Female_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairBaseHead_Female01_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,HairBaseHead_Female01_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairBaseHead_Female02_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,HairBaseHead_Female02_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairBaseHead_Male01_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,HairBaseHead_Male01_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairBaseHead_Male02_LO.dds,1024,1024,None,Blend,srgba,4194432
Original,HairBaseHead_Male02_LO.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,HairMod_Male01_LO.dds,512,512,None,Blend,srgba,1048704
Original,HairMod_Male01_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,HairMod_Male02_LO.dds,512,512,None,Blend,srgba,1048704
Original,HairMod_Male02_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,HairMod_Male03_LO.dds,512,512,None,Blend,srgba,1048704
Original,HairMod_Male03_LO.dds,512,512,DXT5,Blend,srgba,349680

Detailed,HairMod_Male04_LO.dds,512,512,None,Blend,srgba,1048704
Original,HairMod_Male04_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,HairMod_Male05_LO.dds,512,512,None,Blend,srgba,1048704
Original,HairMod_Male05_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,Texture HairMod_Female01_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female01_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,Texture HairMod_Female02_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female02_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,Texture HairMod_Female03_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female03_LO.dds,512,512,DXT3,Blend,srgba,349680

Detailed,Texture HairMod_Female04_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female04_LO.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Texture HairMod_Female05_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female05_LO.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Texture HairMod_Female06_LO.dds,512,512,None,Blend,srgba,1048704
Original,Texture HairMod_Female06_LO.dds,512,512,DXT5,Blend,srgba,349680

Detailed,bone_female_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_female_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_female_body_mask_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_female_body_mask_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,bone_female_body_normal.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_female_body_normal.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_female_body_normal_muscular.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_female_body_normal_muscular.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_female_body_normal_skinny.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_female_body_normal_skinny.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_female_head_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_female_head_diffuse_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_diffuse_variant2_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_female_head_diffuse_variant3_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_diffuse_variant3_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_female_head_mask_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_mask_HI.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,bone_female_head_mask_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_mask_variant2_HI.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,bone_female_head_normal_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_normal_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_female_head_normal_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_female_head_normal_variant2_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_male_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_male_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_male_body_mask_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_male_body_mask_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,bone_male_body_normal.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_male_body_normal.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_male_body_normal_muscular.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_male_body_normal_muscular.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_male_body_normal_skinny.dds,2048,2048,None,Blend,srgba,16777344
Original,bone_male_body_normal_skinny.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bone_male_head_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_male_head_diffuse_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_diffuse_variant2_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_male_head_diffuse_variant3_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_diffuse_variant3_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_male_head_mask_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_mask_HI.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,bone_male_head_mask_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_mask_variant2_HI.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,bone_male_head_normal_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_normal_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,bone_male_head_normal_variant2_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,bone_male_head_normal_variant2_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,cannibal_female_body_2_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,cannibal_female_body_2_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,cannibal_female_body_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,cannibal_female_body_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,cannibal_female_body_mask.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_female_body_mask.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,cannibal_female_head_2_diffuse.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_female_head_2_diffuse.dds,512,512,DXT5,Blend,srgba,349680

Detailed,cannibal_female_head_diffuse.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_female_head_diffuse.dds,512,512,DXT5,Blend,srgba,349680

Detailed,cannibal_female_head_mask.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_female_head_mask.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,cannibal_male_body_2_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,cannibal_male_body_2_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,cannibal_male_body_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,cannibal_male_body_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,cannibal_male_body_mask.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_male_body_mask.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,cannibal_male_head_2_diffuse.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_male_head_2_diffuse.dds,512,512,DXT5,Blend,srgba,349680

Detailed,cannibal_male_head_diffuse.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_male_head_diffuse.dds,512,512,DXT5,Blend,srgba,349680

Detailed,cannibal_male_head_mask.dds,512,512,None,Blend,srgba,1048704
Original,cannibal_male_head_mask.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,4X4.dds,4,4,None,Blend,srgba,192
Original,4X4.dds,4,4,DXT5,Blend,srgba,176

Detailed,Alpha_Fishbody_DIF_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,Alpha_Fishbody_DIF_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Alpha Fis-Head_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Alpha Fis-Head_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Fis-Body_DIF.dds,2048,2048,None,Blend,srgba,16777344
Original,Fis-Body_DIF.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,FIshBody_DIF_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,FIshBody_DIF_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,FIshBody_NML_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,FIshBody_NML_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Fis-Head_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Fis-Head_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,bodyM.dds,2048,2048,None,Blend,srgba,16777344
Original,bodyM.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,Female Body_D.dds,2048,2048,None,Blend,srgba,16777344
Original,Female Body_D.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,fem-face00_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face00_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face01_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face01_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face02_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face02_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face03_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face03_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head01.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head01.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head02.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head02.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,human_female_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,human_female_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,human_female_body_mask_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,human_female_body_mask_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,Human Female Flayed_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Human Female Flayed_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,human_female_head_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_female_head_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_female_head_mask.dds,128,128,None,Blend,srgba,65664
Original,human_female_head_mask.dds,128,128,DXT1,Undefined,srgb,11064

Detailed,human_female_head_variant2_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_female_head_variant2_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_female_head_variant3_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_female_head_variant3_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_female_head_variant5_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_female_head_variant5_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_female_head_variant6_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_female_head_variant6_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_male_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,human_male_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,human_male_body_mask_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,human_male_body_mask_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,human_male_FLAYED_body_mask_HI.dds,512,512,None,Blend,srgba,1048704
Original,human_male_FLAYED_body_mask_HI.dds,512,512,DXT5,Blend,srgba,349680

Detailed,Human Male Flayed_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Human Male Flayed_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,human_male_head_variant3_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_male_head_variant3_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_male_head_variant5_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_male_head_variant5_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,human_male_head_variant6_diffuse_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,human_male_head_variant6_diffuse_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,FaceRobot_V1_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,FaceRobot_V1_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,FaceRobot_V1_NML_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,FaceRobot_V1_NML_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,FaceRobot_V2_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,FaceRobot_V2_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,FaceRobot_V3_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,FaceRobot_V3_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Replacement_RUNNER_Leg_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Replacement_RUNNER_Leg_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,robot_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,robot_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Robotic_Economy_Legs_DIF_HI.dds,1024,1024,None,Blend,srgba,4194432
Original,Robotic_Economy_Legs_DIF_HI.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,Robotic_Strong_Arm_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Robotic_Strong_Arm_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Robotic-Tough-Limbs_DIF_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,Robotic-Tough-Limbs_DIF_HI.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,robot_mask2_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,robot_mask2_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,robot_mask_V1_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,robot_mask_V1_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,robot_mask_V2_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,robot_mask_V2_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,robot_mask_V3_HI.dds,2048,2048,None,Blend,srgba,16777344
Original,robot_mask_V3_HI.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,robot_METAL.dds,1024,1024,None,Blend,srgba,4194432
Original,robot_METAL.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,Robot_normal.dds,2048,2048,None,Blend,srgba,16777344
Original,Robot_normal.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Skeleton_MarkII_DIF_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,Skeleton_MarkII_DIF_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,Skeleton_MarkII_Limb-Replacer_DIF_HI.dds,4096,4096,None,Blend,srgba,67108992
Original,Skeleton_MarkII_Limb-Replacer_DIF_HI.dds,4096,4096,DXT5,Blend,srgba,22369776

Detailed,fem-sh_faceF02.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-sh_faceF02.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,fem-sh_faceF.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-sh_faceF.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,sh_faceM.dds,512,512,None,Blend,srgba,1048704
Original,sh_faceM.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,sh_bodyF_D.dds,2048,2048,None,Blend,srgba,16777344
Original,sh_bodyF_D.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,sh_bodyM_D.dds,128,128,None,Blend,srgba,65664
Original,sh_bodyM_D.dds,128,128,DXT1,Undefined,srgb,11064

Detailed,bodyM_st.dds,2048,2048,None,Blend,srgba,16777344
Original,bodyM_st.dds,2048,2048,DXT1,Undefined,srgb,2796344

Detailed,fem-face00_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face00_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face01_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face01_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face02_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face02_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,fem-face03_D.dds,1024,1024,None,Blend,srgba,4194432
Original,fem-face03_D.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head01.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head01.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head02.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head02.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,m-head.dds,1024,1024,None,Blend,srgba,4194432
Original,m-head.dds,1024,1024,DXT3,Blend,srgba,1398256

Detailed,Hive_Queen_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,Hive_Queen_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Hive_Queen_Head_DIF.dds,1024,1024,None,Blend,srgba,4194432
Original,Hive_Queen_Head_DIF.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_body_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,stick_people_body_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,stick_people_body_diffuse_South_Hive.dds,2048,2048,None,Blend,srgba,16777344
Original,stick_people_body_diffuse_South_Hive.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,stick_people_body_pale_diffuse.dds,2048,2048,None,Blend,srgba,16777344
Original,stick_people_body_pale_diffuse.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,stick_people_head1_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head1_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head1_diffuse_South_Hive.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head1_diffuse_South_Hive.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head1_pale_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head1_pale_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head2_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head2_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head2_diffuse_South_Hive.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head2_diffuse_South_Hive.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head2_pale_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head2_pale_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head3_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head3_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head3_diffuse_South_Hive.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head3_diffuse_South_Hive.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,stick_people_head3_pale_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,stick_people_head3_pale_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,fem-sun_faceF.dds,512,512,None,Blend,srgba,1048704
Original,fem-sun_faceF.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,sun_faceM.dds,512,512,None,Blend,srgba,1048704
Original,sun_faceM.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,sun_bodyF_D.dds,2048,2048,None,Blend,srgba,16777344
Original,sun_bodyF_D.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,sun_bodyM_D.dds,128,128,None,Blend,srgba,65664
Original,sun_bodyM_D.dds,128,128,DXT1,Undefined,srgb,11064

Detailed,BulbGrass01_DIF.dds,1024,1024,None,Blend,srgba,4194432
Original,BulbGrass01_DIF.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,grass_BLUE-01_colormap_small.dds,512,512,None,Blend,srgba,1048704
Original,grass_BLUE-01_colormap_small.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,grass_brown-01_diffuse.dds,1024,1024,None,Blend,srgba,4194432
Original,grass_brown-01_diffuse.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,grass_brown-01_n.dds,1024,1024,None,Blend,srgba,4194432
Original,grass_brown-01_n.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,grass_gray-01_colormap_small.dds,512,512,None,Blend,srgba,1048704
Original,grass_gray-01_colormap_small.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,grass_green-01_colormap.dds,1024,1024,None,Blend,srgba,4194432
Original,grass_green-01_colormap.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,grass_green-01_colormapGREEN_small.dds,512,512,None,Blend,srgba,1048704
Original,grass_green-01_colormapGREEN_small.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,grass_green-01_colormap_small.dds,512,512,None,Blend,srgba,1048704
Original,grass_green-01_colormap_small.dds,512,512,DXT1,Undefined,srgb,174904

Detailed,grass_green-01_diffusespecular.dds,1024,1024,None,Blend,srgba,4194432
Original,grass_green-01_diffusespecular.dds,1024,1024,DXT5,Blend,srgba,1398256

Detailed,Grass-Lowtype_DIF.dds,2048,2048,None,Blend,srgba,16777344
Original,Grass-Lowtype_DIF.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Grass-NewBlue_DIF.dds,2048,2048,None,Blend,srgba,16777344
Original,Grass-NewBlue_DIF.dds,2048,2048,DXT5,Blend,srgba,5592560

Detailed,Grass_Sand_DarkGreen_Lines01.dds,1024,1024,None,Blend,srgba,4194432
Original,Grass_Sand_DarkGreen_Lines01.dds,1024,1024,DXT1,Undefined,srgb,699192

Detailed,Grass_Sand_Green_Lines01.dds,1024,1024,None,Blend,srgba,4194432
